model,metric,N,Trotter_fit,MPF_fit,QSVT_fit_corrected
Heisenberg,t_count,24.167881918954894,39697290.84846745,175959632.6604474,500657111.0437669
Heisenberg,t_count,24.69888298596521,42012049.93930554,184564151.77643487,536302793.742387
Heisenberg,t_count,25.241550864908476,44461783.21941692,193587582.85551018,574449415.8975865
Heisenberg,t_count,25.796141891429063,47054361.06798777,203050240.7120347,615270358.3652235
Heisenberg,t_count,26.362918033212313,49798112.78800994,212973421.8529336,658950914.8941282
Heisenberg,t_count,26.942147013728064,52701853.3662433,223379451.76699388,705689105.4686974
Heisenberg,t_count,27.534102438693033,55774911.79356007,234291734.48563242,755696544.9359883
Heisenberg,t_count,28.13906392531178,59027161.0366545,245734804.52394873,809199370.6634388
Heisenberg,t_count,28.75731723435717,62469049.757411756,257734381.31608662,866439233.2267144
Heisenberg,t_count,29.389154405152908,66111635.88183915,270317426.26437443,927674354.3974323
Heisenberg,t_count,30.034873893521777,69966622.12641239,283512202.5274358,993180656.9892496
Heisenberg,t_count,30.694780712764878,74046393.5959707,297348337.6784161,1063252971.4288764
Heisenberg,t_count,31.3691865777382,78364057.5739564,311856889.3707754,1138206324.2475863
Heisenberg,t_count,32.05841005209491,82933485.63283056,327070414.155615,1218377314.039687
Heisenberg,t_count,32.76277669876267,87769358.19996057,343023039.6014408,1304125580.8094635
Heisenberg,t_count,33.48261923372717,92887211.72215411,359750539.87441385,1395835375.0280893
Heisenberg,t_count,34.218277683194565,98303488.58037099,377290414.94473547,1493917233.1490974
Heisenberg,t_count,34.97009954420676,104035589.91497119,395681973.5926869,1598809766.786945
Heisenberg,t_count,35.7384399487859,110101931.53121981,414966420.39616066,1710981573.2497423
Heisenberg,t_count,36.523661831685196,116522003.06465411,435186946.89018595,1830933275.637104
Heisenberg,t_count,37.32613610182542,123316430.59640053,456388827.0980219,1959199701.2679458
Heisenberg,t_count,38.14624181749827,130507042.91960205,478619517.6429882,2096352207.7959442
Heisenberg,t_count,38.984366365418985,138116941.6698642,501928762.6600985,2243001167.001008
Heisenberg,t_count,39.840905643713086,146170575.54501858,526368703.7370773,2399798616.9210997
Heisenberg,t_count,40.71626424892361,154693818.85266435,551993995.1252873,2567441093.707421
Heisenberg,t_count,41.61085566712708,163714054.63783425,578861924.4725477,2746672655.3550563
Heisenberg,t_count,42.52510246924868,173260262.6578589,607032539.3418723,2938288110.281834
Heisenberg,t_count,43.4594365106685,183363112.48706225,636568779.7927372,3143136464.6033053
Heisenberg,t_count,44.41429913521372,194055062.05042097,667536617.314683,3362124602.886606
Heisenberg,t_count,45.39014138363255,205370461.90274298,700005200.4169059,3596221218.164141
Heisenberg,t_count,46.38742420664875,217345665.58839566,734047007.1919168,3846461008.052419
Heisenberg,t_count,47.40661868269723,230019146.43613008,769738005.1865953,4113949154.958417
Heisenberg,t_count,48.44820624044346,243431621.16424885,807157818.9297765,4399866109.569935
Heisenberg,t_count,49.512678886192134,257626180.69321775,846389905.4822435,4705472698.120365
Heisenberg,t_count,50.60053943629218,272648428.58599925,887521738.3923277,5032115575.3020525
Heisenberg,t_count,51.712301754648045,288546627.5608677,930645000.4587525,5381233046.177907
Heisenberg,t_count,52.848490995449545,305371854.5474326,975855785.7213161,5754361282.015302
Heisenberg,t_count,54.009643851234536,323178164.7840176,1023254811.1201768,6153140956.649158
Heisenberg,t_count,55.19630880640215,342022765.4835905,1072947638.2854997,6579324331.77457
Heisenberg,t_count,56.40904639629592,361966199.6262076,1125044905.9411757,7034782821.485653
Heisenberg,t_count,57.64842947197929,383072540.4684359,1179662573.429423,7521515068.421566
Heisenberg,t_count,58.9150434708288,405409597.39467674,1236922175.8872452,8041655566.064276
Heisenberg,t_count,60.20948669307217,429049133.77171814,1296951091.6308525,8597483864.060215
Heisenberg,t_count,61.53237058440274,454067097.50645584,1359882822.3309808,9191434395.927399
Heisenberg,t_count,62.88432002480307,480543865.047486,1425857286.5894375,9826106971.160461
Heisenberg,t_count,64.26597362371439,508564499.61449236,1495021127.5565162,10504277976.58249
Heisenberg,t_count,65.67798402169159,538219024.4850634,1567528035.2592888,11228912334.812542
Heisenberg,t_count,67.12101819868548,569602712.2169135,1643539084.3427656,12003176270.949482
Heisenberg,t_count,68.59575778909897,602816390.734752,1723223087.9591947,12830450942.013544
Heisenberg,t_count,70.10289940376505,637966767.265128,1806756968.575972,13714346987.367775
Heisenberg,t_count,71.64315495899928,675166771.160015,1894326146.5091748,14658720062.262976
Heisenberg,t_count,73.21725201288207,714535916.7105302,1986124947.0282083,15667687420.842014
Heisenberg,t_count,74.8259341089292,756200687.1163899,2082357026.9172354,16745645619.408186
Heisenberg,t_count,76.46996112731358,800294940.844746,2183235821.421407,17897289415.535378
Heisenberg,t_count,78.15010964380372,846960341.6838975,2288985012.549807,19127631943.693317
Heisenberg,t_count,79.86717329658855,896346813.8735437,2399839019.7533903,20442026253.49585
Heisenberg,t_count,81.62196316116182,948613023.7737973,2516043514.044919,21846188302.48426
Heisenberg,t_count,83.41530813344343,1003926889.6204532,2637855956.678019,23346221501.553272
Heisenberg,t_count,85.24805532131816,1062466121.0041856,2765546163.55649,24948642917.734753
Heisenberg,t_count,87.12107044477719,1124418789.8069453,2899396896.599831,26660411246.114452
Heisenberg,t_count,89.03523824485134,1189983934.4297874,3039704483.3500733,28488956670.187534
Heisenberg,t_count,90.99146290152896,1259372199.2533753,3186779466.16541,30442212737.994755
Heisenberg,t_count,92.99066846085631,1332806511.3856113,3340947282.4108615,32528650389.965225
Heisenberg,t_count,95.03379927142147,1410522796.8705478,3502548977.1223354,34757314283.545746
Heisenberg,t_count,97.12182043042883,1492770738.6596613,3671941949.691873,37137861569.47684
Heisenberg,t_count,99.25571823957421,1579814578.780629,3849500736.1941013,39680603284.99863
Heisenberg,t_count,101.43650067093625,1671933967.2807183,4035617829.0521393,42396548540.41357
Heisenberg,t_count,103.665197843104,1769424860.6723313,4230704535.821238,45297451687.31634
Heisenberg,t_count,105.94286250776592,1872600472.767145,4435191878.953124,48395862669.48114
Heisenberg,t_count,108.27057054698918,1981792280.9535346,4649531538.492585,51705180770.93827
Heisenberg,t_count,110.64942148142616,2097351091.150454,4874196839.751023,55239711990.22721
Heisenberg,t_count,113.08053898968528,2219648164.8588767,5109683788.097832,59014730285.22533
Heisenberg,t_count,115.56507143911476,2349076411.931994,5356512153.113398,63046542949.42873
Heisenberg,t_count,118.10419242824729,2486051652.8961473,5615226604.453477,67352560398.11051
Heisenberg,t_count,120.69910134116297,2631013954.8779263,5886397901.886124,71951370661.55904
Heisenberg,t_count,123.35102391403348,2784429045.4296556,6170624142.08039,76862818902.59067
Heisenberg,t_count,126.06121281411222,2946789808.7952075,6468532064.8468485,82108092296.90736
Heisenberg,t_count,128.8309482314475,3118617869.423699,6780778421.6603,87709810637.66763
Heisenberg,t_count,131.66153848359525,3300465267.8180857,7108051409.427191,93692123049.97363
Heisenberg,t_count,134.5543206336179,3492916234.102898,7451072172.603307,100080811226.93425
Heisenberg,t_count,137.51066112166308,3696589065.0093875,7810596376.912988,106903399626.72894
Heisenberg,t_count,140.53195641041683,3912138110.3078656,8187415858.076291,114189273099.6227
Heisenberg,t_count,143.6196336447404,4140255875.069597,8582360349.112485,121969802445.51434
Heisenberg,t_count,146.77515132579862,4381675244.512113,8996299289.957167,130278478436.2781
Heisenberg,t_count,150.0,4637171838.575673,9430143723.308117,139151054873.1231
